,search,title,date,body
20,Global Core,IVORY TOWER OF BABEL,18 February 2010,"by Amin Ghadimicover illustration by Matteo MalinvernoA critical look at the language requirement,a critical look at the foreign language requirementby amin ghadimi illustrations by rebekah kim & daryl seitchikNo matter how you slice the Core, the language requirement is its largest component. Columbia College students race through the major works of Western literature in two semesters. They return the next year to survey Western philosophy from Plato to Woolf. Science awkwardly claims a year and a half of their time. Neither music nor art even merits a full year. And physical education feels like an afterthought. But foreign languages? They demand a full four semesters of concerted effort. And when you factor in the relative point values of different Core requirements, the weight assigned to the foreign language requirement becomes even greater: many introductory languagt courses are worth up to five points, demanding, at least in theory, almost twice the amount of work and dedication than demanded by a perfunctory, three-point Science for Non-Sci-entists lecture. Alas, there is no Language for Non-Linguists. Some Columbia College students are exempt from the requirement because of fluency in another language. Students in the School of Engineering and Applied Science are altogether exempt. It's clear, nonetheless, that Columbia is serious about producing graduates who are multilingual. On a campus where everyone argues over everything, an impassioned debate over the foreign language requirement is conspicuously absent. If many students open fire on Literature Humanities and Contemporary Civilization for being Eurocentric, if some complain about University Writing and Frontiers of Science for being boring, if the rationale for a Core Curriculum itself comes under question, then the language requirement deserves a good dose of Columbia skepticism and argument. After all, there is much to be skeptical about, so much to argue over. Throughout the Sisyphean task of learning a language, how often do we consider why we are memorizing words and mastering sentence constructions? We may grumble about our choice of language in moments of frustration at 3:00 a.m., but how often do we genuinely second-guess our decisions? Paralyzed by Choice The existence of such a requirement brings to the forefront a looming decision: which languages do Columbia students choose to study? For many of us, it's not an easy choice. There is a troubling tension between what's useful and what's interesting, what's timeless and what's trendy, what's easy and what's daring. Before even the choice is made, explains professor Stephane Charitos, director of Columbia's Language Resource Center, there is the problem of limited knowledge. While Columbia students may think they're choose language based on preference, they may not have the necessary information to make a knowledgeable choice—that is, they may not know of the variety of language options Columbia offers. ""Students naturally gravitate toward a [certain] language department because they don't know any better,"" he says. Choosing between Columbia's 45 to 55 offered languages, the majority of which Charitos describes as ""less-commonly-known,"" is all too frequently not given the attention of, say, choosing a major. Many of these ""less-commonly-taught languages"" find a home in the Language Resource Center. Tucked away in a corner of the School of International and Public Affairs, the LRC, founded in 1998 with funding from the Andrew W. Mellon Foundation, was inaugurated as a way to promote language studies at Columbia. Currently, the LRC offers undergraduates opportunities to learn several less-commonly-taught languages, including Punjabi, Bengali, and Hausa.""The LRC is a place where the languages are nurtured and gro'wn,"" he explains, describing it in a later correspondence as an ""incubator"" for languages. Vietnamese, for example, began as an LRC-sponsored language program, but as it grew and expanded, it was passed on to the East Asian languages and cultures department. The entire world, though, seems to run on a few core languages. The United Nations has only sixofficial languages, and the number of people who actually speak, say, Finnish, is negligible on a global scale. When this is the case, can anyone really blame students for choosing languages that actually have a significant place on the global stage? In this way, the domain of choosing which language to study is a battleground of pedagogical philosophies, personal passions, and national interests. And it's an important one. ""This is nota decision you make on Monday and, two years later, you change to another language. You need to think through why you're taking a language,"" Charitos says. So how to decide? For Mark Hay, a Columbia College sophomore, the choice to study Hindi-Urdu was as much a visceral choice as an intellectual one. ""I'm an Indophile,"" he says in an email interview. ""I love the culture, the politics fascinate me, my religious tradition of choice originates from the region, and the holy texts I read and ascribe to are related in script and in spirit and in basic structure to this language."" Hay's mantra for how to choose a language is simple: ""Follow your bliss. Find the culture and the poetry and the heritage that speaks to you and pursue it out of passion and pure love."" In the October 2009 edition of Columbia Political Review , Hay wrote a biting attack on the increasing popularity of Mandarin and Arabic at Columbia and in the world, describing the trend as ""silly."" He posed a question: ""Is language study worth it—the hours in class stumbling through strange sounds, squiggly lines, the painful dialogues on your imaginary Chinese dating life and Arabic cooking habits—just to be momentarily fashionable?"" It seems that the response at Columbia has been a resounding ""yes."" According to professor Lening Liu, director of Columbia's Chinese Language Program, Columbia is at the fore of the rise of Mandarin. In 2002, there were around 200 people studying Chinese at Columbia. This year, there are between 480 to 490, he said, around 35 of whom are studying classical Chinese. That's almost a 150 percent increase in under 10 years. Professor Liu brushes aside criticisms of the possible transience of the popularity of studying Chinese. ""These days it's very hard to get anything done without China's involvement or cooperation,"" he says, referring to China's role in international affairs.That students would study Chinese for its utility makes sense to him. ""We realized the trend and we started early,"" he boasts. Six years ago, with an eye toward the vocational advantages of Chinese proficiency, the Chinese department began to offer advanced students the chance to specialize in media Chinese, legal Chinese, or business Chinese. Working in conjunction with the Business, Law, and International Affairs schools, it developed curricula tailored to individual career needs, a decision in which Liu takes pride. He goes on to explain how Columbia was the first Ivy to offer Business Chinese, Legal Chinese and Media Chinese. Such ebbs and flows in language preference are inevitable. Charitos explains that even if some view Arabic and Chinese as passing trends rather than global mainstays, China's huge"
21,Global Core,"Global Core for our ""global community""",12 April 2010,"This Monday, Shock and Awe's Sarah Leonard and Kate Redburn present guest columnist Kassandra Lee on the important questions to consider when evaluating the objectives of the Global Core requirement. Yesterday, I attended a meeting about the Global Core sponsored by the Columbia College Student Council (our lovely student government). The.faculty members present were Roosevelt Montas, the director of the Center for the Core Curriculum, and Patricia Grieve, chair of the Committee on the Global Core. It was an opportunity for students to discuss concerns about the Global Core and understand the objectives from the designers of the requirement. One of the ways they imagine the Global Core moving forward is to have team-taught, interdisciplinary courses focused on primary texts, which would be more like Literature Humanities and Contemporary Civilization. But, of course, like everything at Columbia, the recent economic crisis has ""put a strain on resources"" across departments in the humanities and the social sciences. Professor Montas made a point that the Global Core represents two necessary aspects of an education that might be left out of the rest of the Core: exposure to other cultures and exposure to non-En-lightenment-based theoretical paradigms. Both faculty members seemed to hope that the Global Core would successfully explore both of these objectives. The other students present offered their views and experiences with the Global Core. Their opinions seemed to be mixed about almost all aspects of the requirement: should the classes be seminars or lectures? Should they rely on a great books model? One student even suggested that we have a ""Frontiers of Culture"" class similar to the design of Frontiers of Science. I asked a question about the focus on ""culture"" and the role of Columbia's Center for the Study of Ethnicity and Race in the change from Major Cultures to Global Core. Grieve then asked which Global Core classes I had taken and asked a follow-up question about how I liked the class Introduction to Comparative Ethnic Studies, to which I replied that it was one of my favorite classes here. Grieve answered that if a class is about a group in* the United States or Europe (""Western"") that has enough maintenance of cultural ties with the ""parent,"" culture then it could be a Global Core class (Asian-American Literature would be an example). Another possibility would be that the Committee for the Global Core may ask a professor to add more books from underrepresented regionsto the syllabus if the class seems close to meeting the Global Core requirements. In this way, professors would have the opportunity to expand their interests as well. Overall, the faculty members were receptive and engaged with what the students had to say. So hopefully there will be more discussions about the Global Core and the Core in general in which students' opinions can be taken seriously. Personally, I worry about ""engagement with other cultures"" as the dominant raison-detre of the Global Core since it erases some of the other organizing factors of the CC/Lit Hum syllabus that aren't simply related to culture. One of the other students mentioned that the Global Core seems like a catch-all for all that is left out of the Core, and I think it's a tragedy to think that the only communities, people, and paradigms ignored by the CC/Lit Hum courses are those that originate in non-Western regions. If we simply look to engage with cultures that are ""non-West-ern,"" do we erase the existence of groups that have operated within ""Western"" paradigms? Is W.E.B. Dußois the only AfricanAmerican deemed worthy enough for the Core to care about? Did people who are not white nor male never ""contribute"" to ""our society""?This brings me to another point: how are the complex experiences of people and communities that operate and have operated in the West going to be included in the Core? The presentation of the Core is a political statement of what has been and must continue to be the important genealogies of culture, political theory, philosophy, and morals in the ""West."" The Global Core attempts to show what's going on in ""the rest of the world"" with ""other"" cultures, but what about the philosophy, political theory, music, and daily existences that challenge the very coherency of ""Western Civilization"" that the Core puts forth? Should we (or they) even be fighting for inclusion in the political statement the Core makes? This sort of approach could not be acted out through the inclusion of more texts but would precipitate a total revaluation and radical restructuring of our dearly beloved Core. When I used to work in the Alumni Calling Center, alumni always loved to hear about my encounters with Plato and Aristotle before deciding to whip out their credit cards to help donate to the school. These are the material incentives that demand that we maintain the ideological objectives of our Core Curriculum. This week's Shock and Awe guest columnist, Kassandra Lee, is a Columbia College sophomore majoring in comparative literature and society. Shock and Awe runs alternateKassandra LEE Shock & AweThe Global Core seems like a catch-all for all that is left out of the Core."
22,Global Core,How to survive the Core and enjoy it too,30 August 2010,"BY AMBER TUNNELL Spectator Senior Staff WriterLove it or hate it, there's nothing in the Columbia experience that quite compares to the Core Curriculum. The Core unites students in Columbia College and the School of Engineering and Applied Science with a common learning experience, albeit one with endless reading lists and discussion posts. Whether you sleep with ""The Iliad"" under your pillow or have long since chucked it out the window, the Core defines the University's mission to cultivate critical thinking in undergraduates. Here are some universal maxims (Kant, anyone?) for making your way through: 1. Tailor the classes to your interests. In many courses, you can choose your own essay topics. Love Jane Austen but hate Virginia Woolf? If you go withwhat you like, you'll make even your least favorite Core class more palatable. 2. Instructors are key. A good one can make you love a course, while a bad one can have you running for the hills within a week. When possible, use CULPA (www.culpa.info) to pick the professors that are right for you. Remember, though, that different students look for different traits in professors—you might actually love a professor who got poor reviews on CULPA. Also keep in mind that a good instructor can come from anywhere: Your favorite teacher may end up being a graduate student, while the class taught by that award-winning professor might turn out to be a bust. Look at the amount of time they have for each of their students and how much they are willing to work with students, and don't make judgments solely based on a professor's field. Many Coreprofessors come from different departments. Even if your professor has only ever taught Italian, she could still be an insightful Literature Humanities professor. 3. Take Core classes that contribute to your major. A Global Core course or a class that fulfills the science requirement might force you to explore a different aspect of your major than you normally would have—and you have to graduate sometime, after all. 4. Read selectively. Even instructors will admit that you can't read everything, and certain portions of the texts provide greater insight than others. The Core is the one part of the curriculum that is uniquely, well, Columbian. Whatever you feel about it, know that every single student around you has to get through the Core for his or her diploma. It is the tie that binds us together as Columbia students."
23,Global Core,Unifying through diversity,14 October 2010,"BY ERICA KASSMANCommitment to diversity by studying and embracing other cultures is rapidly becoming imperative as our world adopts a more interconnected and international character. Here at Columbia, we pride ourselves on our diverse community: We have a ""Diversity"" link on our undergraduate admissions page, our student body has students from over 100 countries and all 50 states, and a quick glimpse at the admission statistics from 2014 reveals that 17 percent of the student body resides outside the U.S. Even the curriculum reflects an emphasis on diversity through the addition of the Global Core to the renowned Core Curriculum, not to mention the variety of study abroad opportunities available from the, you guessed it, ""Office of Global Programs."" But Core classes, language requirements, and study abroad are not always enough to truly gain a profound understanding of a different culture. For many students, continuation in a certain foreign language, in a certain culture, or in a certain study abroad program is simply not a viable option given the need to satisfy other requirements, not to mention the fact that the Global Core includes mainly ""non-western"" cultures, thereby leaving out a large chunk of our ""globe."" Furthermore, studying and embracing cultures should not be restricted tolearning in the classroom or being stuck in a museum. One example of students creating alternative ways and opportunities to learn more about a different culture through a variety of casual, dynamic, and influential activities is the French Cultural Society. Students endeavor to open their minds to other ways of thinking and living by exploring cultures from outside the United States. Thus, they empower themselves in our globalized world with undeniable proof of dedication to diversity that is applicable not in the classroom, but in life.The French Cultural Society is not alone in this mission. Students at Columbia have taken matters into their own hands and have established an array of culture clubs. We have 17 Asian groups, 13 Black/Latino clubs, and 12 European/Middle Eastern/American organizations. Many of these groups were created to enhance cultural understanding and to create stronger connections between the Columbia community and the cultural community at large. The French Cultural Society, for example, is open to all students who wish to embrace French culture: French food, French language, French cinema, French art, French literature, and everything French in between. The club strives to promote French culture and language to all,no matter what level of acquaintance one may already possess. Cafe conversation nights draw Francophones, students in all levels of French instruction, and most importantly, those who do not have time for a French class but wish to continue speaking and practicing the language. Monthly three-course French dinners, which focus on a particular region of France or the Francophone world, draw a variety of guests: those with enthusiasm for cooking, culture, food, and conversation. The EUROTRASH party each semester is an opportunity for the student body to enjoy a night of ""European Clubbing"" complete with the latest in French fashion and French music. The French Cultural Society—or as it likes to call itself, ""La French Cultural Society""—strives to bring a glimpse, a taste, and a snippet of French culture to our campus. The strongest evidence of our University's dedication to diversity is that the students come together to create programming to help share cultural aspects of various traditions with one another. Ultimately it is the responsibility of individuals to constantly explore other modes of thinking and living and to try to respect, understand, and accept that there is an infinite number of cultures—each culture with its own strengths, weaknesses, and beauty. By allowing our curiosities to reign free and by stretching our current boundaries beyond comfort zones, even in small ways, we participate in an ongoing globalization that has the potential to unite our world in ways never before imagined. The author is a Columbia College senior majoring in comparative literature. She is co-president of the French Cultural Society.Students at Columbia have taken matters into their own hands and established an array of culture clubs"
24,Global Core,OPINION,15 October 2010,
25,Global Core,The Global Core lacks substance,15 October 2010,"BY STEPHEN WULast week, I received a notice from the Committee for the Global Core that the coursework I had submitted to satisfy that requirement had been returned and denied. The underlying logic was that the courses were, amusingly enough, ""too Western."" At first, I was stunned that this committee could presume to delineate between sufficiently and insufficiently ""Western"" courses, until I realized that this was nothing more than a clever gambit to mask a more fundamental issue: that the Global Core is, at its heart, a deeply flawed profanation of an otherwise sterling Core Curriculum. To start, the supposition that anyone can find the sharp bounds of Western culture is just a little bit silly. Particularly in this age of globalization, the concept of the West as a concrete entity is becoming increasingly meaningless. Emerging nations have adopted and integrated components of traditionally Western society,blending them into a new hybrid that defies easy categorization. The Global Core itself struggles mightily with what constitutes an approved course, for a class can either be focused on a specified ""non-West-ern"" culture or be a comparative study. Those delineations break down in practice, though, as some cultures straddle the line between Western and non-Western or seem to wholly defy those prescriptions. Surely ""Latino History and Culture"" falls squarely within the West geographically, but perhaps not in ideology. How, though, does one characterize ""Asian-American History,"" which is, by definition, embedded within the American tradition? More and more, it is impossible to separate out threads of Western thought and influence from minority cultures simply as a logistical matter. More than these practical concerns, however, the intent of the Global Core is nothing less than anathema to the mission of a core curriculum. It violates the charge that all Columbia students read the same books at the same time, creating a unified and coherent intellectual atmosphere. The Core at its best seeks to offer a common understanding to all undergraduates by tackling the greatest questions of human civilization. It hopes to broaden the mind,eliminating parochialisms by inquiring about the most fundamental of concepts, from justice to truth to duty. It is in this vein, though, that the global requirements collide most fully with the mission of the core. These classes are, by nature, intensely narrow in scope and deal not with issues that confront all of human-ity, but only those of the Caribbean, or India, or Tibet. The genius of the real Core Curriculum is its stability and the timeless nature of its investigation. The Global Core's aim is to specialize, to focus, and to constrict. ""The Mongols in History"" can teach us little about the universal nature of man—it equips us only with knowledge about Mongols in history, which is of questionable import as a basis for expanding knowledge.In the end, there is no distinction between Scandinavian truth and Indonesian truth or Mexican truth. Plato on justice and Augustine on God are explorations that do not fluctuate with time or place—they remain the pillars of philosophical thought irrespective of the petty contemporary classifications in which the global requirements so lavishly indulge. To admit that, though, would be to concede that the Global Core falls dramatically out of line with asking about the collective character of the human person and to expose the Global Core as an insignificant specialty course lurking among intellectual giants. The Global Core, then, serves as little more than a politically correct submission to the trend of multiculturalism, a poor attempt to offer disparate points of view at the expense of coherent analyses of the baseline points of human thought. It may be a worthwhile pursuit for the specialist, but it is disingenuous to argue that the Global Core is consistent with the mission to expound on great questions. Only there do we find illumination, not in these thousand points of trivial light. The author is a Columbia College sophomore. He is a senior editor for the Helvidius Group.The Global Core serves as little more than a politically correct submission to the trend of multiculturalism."
26,Global Core,Global Core is part of the game plan,25 October 2010,"BY YANG HULast week, Stephen Wu (""The Global Core lacks substance,"" Oct. 14) and Grace Bickers (""What world is the Global Core Promoting,"" Spectrum, Oct. 17) laid a good beating on the Global Core, but they have it all wrong. To see why, put aside the Global Core for just a minute. If the work of Plato and Augustine ""remain the pillars of philosophical thought irrespective of the petty contemporary classifications"" as Wu claims, why then, I wonder, do we even bother with the ""Nicomachean Ethics,"" the ""Discourse on Method,"" and ""The Wealth of Nations,"" which would be, as per Wu, just sequels to ""The Republic""? Now that I have finished Contemporary Civilization, am I left up a creek with a load of deadweight in my boat from Aristotle, Descartes, Smith, and the rest of the gang that's done nothing new since Plato?Everyone can agree that the Core Curriculum's objective is to provoke thought about the questions that concern all of mankind. The disagreement now, it seems, lies in whether the Global Core aligns with or runs counter to this objective. Stephen argues that the Global Core is contrary to the Columbia ideal, wherein every student would speak a common, intellectual language. Whereas the Core traditionally encourages students to broaden their minds by emphasizing only ""the most fundamental of concepts,"" the Global Core component poses a non sequitur constraint of studying issues relevant to a particular portion of the human race. But this critique leaves little room for us to appreciate much beyond any small handful of representatives of ""the greatest questions of human civilization."" After all, our Contemporary Civilization authorswere primarily engaged in addressing issues particular to their times, not to catering to our interest in big questions. In Wu's case, Plato and Augustine won the draw and were mentioned in his op-ed. But should we discard the rest? A musician develops fluency in reading music by practicing a varied repertoire. An athlete develops overall dexterity by practicing a variety of ad hoc drills. Likewise, a student develops sensitivity to general questions from the urge to unite seemingly disjointed observations. We need this variety. I wonder how Wu could seriously ponder the ""collective character of the human person"" without first outlining the differences among individuals which make this a nontrivial topic. Besides criticizing the narrowness of the Global Core, Bickers takes broader issue with the appropriateness of cultural classification? I'm confused as to how she could agree that ""knowledge of 'non-Western' cultures is certainly an imperative part of our educational experience"" and simultaneously disapprove of using the same discriminative power that invokes ""non-Western cultures"" in order to avoid ""simplifying the world."" If the term we're using is ""simplify,"" then what we're actually discussing is the merit of an assumption. Which is the more naive assumption, exactly? That there are patterns worth summarizing in the features of various cultures around the world? Or that formalizing common traits between cultures is pretentious, if not intractable? By the way, one of these two is patently un-Core. It's not fair to indict the Global Core for distracting us from the goal of our Core education, especially with a tirade on classification and departmentalization. By erasing the lines of classification, we diminish the achievement of generalization. Let's not forget that in Contemporary Civilization, we earned our awareness of universal questions after we distilled the invariance from a hodgepodge of thoughts in the Western canon. The universality of Plato's and Augustine's thinking is retrospectively obvious, in the same way that a forest's being full of trees is obvious once you've see the forest. Our sense of the important questions of mankind would definitely benefit from the conditioning the Global Core offers, which challenges us to continue making connections, as we do in all Core classes, among any group of cultures in the world. The author is a Columbia College junior majoring in computer science and statistics.It's not fair to indict the Global Core for distracting us from the goal of our Core education."
27,Global Core,"True globalization, true diversity",29 October 2010,"BY WILLIAM THEODORE DE BARYEach Friday, a professor will share scholastic wisdom readers won't find in lectures. Suggestions regarding which professors to feature are welcome.There has been much ado about globalization recently at Columbia, much of it focused on the Global Centers—with new ones likely to open in Paris and Mumbai this spring. Fortunately it has been accompanied by attention also to strengthening the home base to provide for the educational resources needed to support these outreach activitiessome of it in major developments like the Manhattanville campus to provide for growing academic needs; others in seemingly modest ways like providing a center for graduate students where they can meet together to discuss their common needs, as recommended by the Student Affairs Committee of the University Senate. This latter need not be a big project, but it is symbolically important that graduate students should have even a small facility where, to balance the inherent specialization of graduate schools, their common interests and shared concerns can be given a voice on the main campus, so that diversity is grounded in and sustained by shared human values.This is not the first time Columbia has faced the challenge of globalization. When we were thrust unexpectedly and for the first time into World War I, Columbia College responded with a new program called War and Peace Issues that eventually became incorporated into the Contemporary Civilization course, required of all undergraduates as the first component of the new Core Curriculum. This was soon followed in the '3os by Literature, Art, and Music Humanities. External engagement evoked an internal response to meet the challenge. The next phase was World War 11, which led to the development of courses dealing with the Asian Classics and Civilization comparable to those in Literature Humanities and CC, which became part of the core requirements with limited options in the 'sos and '6os. The more recent to-do about globalization so far has been a response primarily to opportunities offered for study centers abroad that focus on mini-campuses in major cities already heavily engaged in the world market economy. It seems a natural response to economic globalization, but the extent to which the new centers have robust links to the University's academic base is unclear. Dual-degree programs have been vetted by the University Senate's Executive Committee and approved by the Senate as a whole. They were treated as routine graduate programs that did not need to be discussed as part of a balanced university education. Study abroad, however, does not satisfy the need for a globalcore, and is no substitute for it. It is fine for summer adventuring but cannot fulfill the purposes of a core curriculum. Meanwhile, the global component of the Core Curriculum has not enjoyed a similar strengthening or enhancement. On the contrary, the present Global Core requirement has undergone such diversification as to erode any concept of core at all. Instead of focusing on shared human concerns across cultures, the distribution has featured diversity in the form of departmentalization or the substitution of different disciplinary approaches to learning. This diversification can of course accommodate itself easily to the variety of opportunities presented abroad, but it is not balanced by attention to the shared human values that should guide the process of globalization. This atrophy of the Core concept is accompanied today by an exclusive emphasis on diversity, as if the latter could stand on its own without consensual agreement on the shared human values that should underlie and nourish respect for diversity. Recently, major appointments to the central administration have been hailed as advancing diversity as a self-sufficient value, and questions as to the educational philosophy that should inform and support diversity go unanswered. As a result, Columbia has tended to lose the distinct educational character that formerly was identified with the College's Core Curriculum and which has so far been the strongest factor in student, faculty andespecially alumni support of the College. Now as we embark on new ""global"" enterprises, the University's increasing costs are being sustained by expanding college enrollment In the past when this had been attempted, the move to increase college tuition income was ostensibly accompanied by supposed enhancements to the College program, but anyone familiar with that program knows that these claimed ""enhancements"" have proven illusory. Any new moves to increase college enrollment should reckon with the danger they could represent to the dilution of the Core and its distinctive small-class, discussionmethod of instruction (in contrast to the large lecture classes exhibiting ""famous"" faculty ""performers"" common to other universities). The weakness of the Global Core and the decay of our commitment to the fundamental concepts of the Core are at the heart of the true question of how to deal with ""globalization."" It is what should be in the forefront of discussion by all segments of the Universitystudent, faculty, alumni—as well as bodies like the University Senate and the central administration. The author is the John Mitchell Mason Professor of the University. He served as provost from 1971-1978. He is a member of the Columbia College class of 1941, received his doctorate from Columbia in 1953, and was awarded an honorary doctorate of letters in 1994.After Office Hours"
28,Global Core,Partners in education?,8 November 2010,"Last week found me in my adviser's office. The topic at hand /as my frantic search for a spring internship. Rather than discuss the available internship options, though, the dean questioned the motivations of the search. Why, she inquired, do I want an internship? What benefit is there to yet another dreary semester-long occupation? Perhaps, she continued, I would use my semester better if I pursued academic interests. After all, I have a lifetime of office work to look forward to, and my time at college is a once-in-a-lifetime opportunity to develop my mind in ways that become unavailable after graduation. Why not take a painting class or that public speaking class at Barnard? Why not do something that would otherwise he impossible had I not taken four years to cultivate my mind? Looking beyond my seemingly primal need for that extra line on my resume, I saw that she had a point—a compelling one. After all, would one additional internship really benefit me substantially in the long run? I began to think that developing an unused side of my mind might serve me better for a longer period of time. Instead of developing myself only as a careerist, why not grow in ways that will benefit every facet of my life? What I found more compelling, though, was the interaction that had just taken place. I had walked into the office with a very solid conception of what I should do during my college career and left having abandoned that conviction in favor of one that would serve me better. Disappointingly, it had taken an external force to correct my shortsighted pursuit. I can't help but extend this scenario to our campus and find that we suffer from this mindset on an institutional level. As the 1968 riots and 2008 hunger strike suggest, we students frequently think that we know what is best for our college education. When the administration doesn't comply with our visions for a Columbia education, we revolt and coerce our way into our ideal. We often get our way, as indicated by the emergence of the global core and the business concentration. I can't help but wonder, though, if we students aren't susceptible to the shortsighted perspective I displayed in the adviser's office. After all, we can really only see what seems to be best for us now—a viewpoint dominated by the ever-nearing prospect of graduation and the ever-narrowing job market. It is extremely difficult for us as students to take a lifelong perspective and ignore the perceived needs of today in favor of the development of tomorrow.Given this, it may be in our best interest to defer to the people who have a better perspective. As empowering as it feels to make dramatic stands for what we think are the most beneficial aspects of education, it may be time to listen to what our professors and other established individuals have to say. It may be time to embrace the role of pupil and leave the teaching to the teachers. This concept shouldn't be foreign to Columbia students. After all, the Core Curriculum is a program that compels students to become educated in areas that would not otherwise be attractive to them. If students had a better conception of what it means to cultivate one's mind, then the administration wouldn't have to force us to read ""The Iliad,"" listen to Mozart, or compute the distance to the nearest star. In actuality, students have very strong incentives to do what serves them best in the short term. It takes external guidance to get us to work on our foundational development. This stance puts me in a difficult position since it seems to oppose the belief in freedom for the individual. If, for example, I suggested a University-wide ban on internships for the first three academic years, how could I defend it? What it comes down to is the nature of the University. Think of it as buying a service. By paying tuition, we are essentially hiring Columbia to develop us into individuals ready to contribute meaningfully to the world by the time we graduate. If we come into our college experience thinking that we know what is best for our education, we deny the experience and expertise of the professionals here. While I don't think that every instance of student activism for curricular changes is misguided or ineffectual, I do think that we as a student body should start giving the faculty the benefit of the doubt. It may irk us to acknowledge that they may know better than we do what is best for us, but we ignore them at our peril. Derek Turner is a Columbia College junior majoring in anthropology and political science. He is director of intergroup affairs for the Columbia University College Republicans. Opening Remarks runs alternate Mondays.It takes external guidance to get us to work on our foundational development.DEREK TURNER Opening Remarks"
29,Global Core,"At year's first CCSC meeting, talk of dining changes, drug policies, new website",24 January 2011,"BY LEAH GREENBAUM Spectator Senior Staff WriterThe Columbia College Student Council began the spring semester vamped website and a new list of priorities. The council is likely to discuss reforming party and alcohol policies, the role of the Global Core requirement, and making the switch from Cub Mail to Gmail, said CCSC President Learned Foote, CC 'll. In addition to voting on new resolutions, Foote said CCSC will continue to work with the administration on changes to the new meal plan. In October, the council passed a series of recommendations asking Columbia Dining to reopen John Jay Dining Hall on weekends and revive the a la carte menu at JJ's Place. Those suggestions followed changes, implemented last fall, that have been profitable for the University but, according to CCSC surveys, disappointing to students. Foote said Dining will not negotiate reopening John Jay on weekends until March, when dining plans will be renewed and labor contracts with University employees run out. ""Changing what people had already bought didn't seemlike an option to Dining,"" Foote said, when asked why the changes couldn't be negotiated sooner. X * *»Footesalso annouaced that < ""Qffic® of' vj Affairs is reaching' out to the class councils to discuss the long-term effects of the December arrests of five Columbia students accused of selling drugs on campus. ""A lot of administrators are looking to work specifically with the councils.... They want to talk about how are students treated in their dorms by RAs, how they are treated by the NYPD ... to what degree does the judicial affairs process need to be transparent,"" he said. Despite the headlinegrabbing drug bust, Foote said that the University is still very receptive to the ""Good Samaritan"" policy, a proposal the council passed last semester that would grant amnesty to people and organizations who call ambulances for friends in the presence of underage drinking or illegal drugs. The council is working with the administration to finalize the language of that proposal, he said. Andrew Nguyen, CC 'l2 and vice president of policy for CCSC, said he hopes the council will take another shot atreforming party policies, specifically by making it easier for student groups to host events with alcohol. w Currently, the only student^alcohol are Lerner Pub' ana First Friday, both of which require two IDs to drink. Last year's vice president of policy, Sarah Weiss, CC 'lO, said that CCSC had given up on trying to renegotiate party policies, even though CCSC was once a strong critic of the ""War on Fun""—an alleged push by the University, beginning in 2007, to limit alcohol consumption, break up parties, and regulate events. ""There are restrictionslegal reasons—why students can't drink. So we feel there are greater battles to be fought,"" she told Spectator in December 2009, adding that those pushing for reform create unnecessary tension with the University. Karishma Habbu, CC 'l3 and vice president of communications, also unveiled a redesigned CCSC website with a Twitter feed. ""I've never tweeted before,"" said Foote—an admission that was met with disbelief from fellow council members. leah.greenbaum @columbiaspectator.com"
